Year,Month,Day,Date,Open,High,Low,Close,Adj Close,Volume
2001,01,12,2001-01-12,29.299999,29.299999,29.299999,29.299999,20.468708,0
2001,01,16,2001-01-16,29.5,29.5,29.5,29.5,20.608425,0
2001,01,17,2001-01-17,29.610001,29.610001,29.610001,29.610001,20.685270000000003,0
2001,01,18,2001-01-18,29.940001000000002,29.940001000000002,29.940001000000002,29.940001000000002,20.915813,0
2001,01,19,2001-01-19,29.790001,29.790001,29.790001,29.790001,20.811018,0
2001,01,22,2001-01-22,29.799999,29.799999,29.799999,29.799999,20.818005,0
2001,01,23,2001-01-23,30.27,30.27,30.27,30.27,21.146338,0
2001,01,24,2001-01-24,30.379998999999998,30.379998999999998,30.379998999999998,30.379998999999998,21.223186,0
2001,01,25,2001-01-25,30.16,30.16,30.16,30.16,21.069498,0
2001,01,26,2001-01-26,30.129998999999998,30.129998999999998,30.129998999999998,30.129998999999998,21.048544,0
2001,01,29,2001-01-29,30.4,30.4,30.4,30.4,21.237157999999997,0
2001,01,30,2001-01-30,30.6,30.6,30.6,30.6,21.376879000000002,0
2001,01,31,2001-01-31,30.389999,30.389999,30.389999,30.389999,21.230173,0
2001,02,01,2001-02-01,30.51,30.51,30.51,30.51,21.314003,0
2001,02,02,2001-02-02,29.950001,29.950001,29.950001,29.950001,20.922808,0
2001,02,05,2001-02-05,30.01,30.01,30.01,30.01,20.964712,0
2001,02,06,2001-02-06,30.030001000000002,30.030001000000002,30.030001000000002,30.030001000000002,20.978682,0
2001,02,07,2001-02-07,29.799999,29.799999,29.799999,29.799999,20.818005,0
2001,02,08,2001-02-08,29.6,29.6,29.6,29.6,20.678288000000002,0
2001,02,09,2001-02-09,29.200001,29.200001,29.200001,29.200001,20.398848,0
2001,02,12,2001-02-12,29.51,29.51,29.51,29.51,20.615412,0
2001,02,13,2001-02-13,29.25,29.25,29.25,29.25,20.433785999999998,0
2001,02,14,2001-02-14,29.25,29.25,29.25,29.25,20.433785999999998,0
2001,02,15,2001-02-15,29.52,29.52,29.52,29.52,20.622398,0
2001,02,16,2001-02-16,28.98,28.98,28.98,28.98,20.245161,0
2001,02,20,2001-02-20,28.440001000000002,28.440001000000002,28.440001000000002,28.440001000000002,19.86792,0
2001,02,21,2001-02-21,27.93,27.93,27.93,27.93,19.511644,0
2001,02,22,2001-02-22,27.799999,27.799999,27.799999,27.799999,19.420828,0
2001,02,23,2001-02-23,27.700001,27.700001,27.700001,27.700001,19.350965,0
2001,02,26,2001-02-26,28.24,28.24,28.24,28.24,19.728205,0
2001,02,27,2001-02-27,27.92,27.92,27.92,27.92,19.504652,0
2001,02,28,2001-02-28,27.52,27.52,27.52,27.52,19.225224,0
2001,03,01,2001-03-01,27.530001000000002,27.530001000000002,27.530001000000002,27.530001000000002,19.232204,0
2001,03,02,2001-03-02,27.41,27.41,27.41,27.41,19.148373,0
2001,03,05,2001-03-05,27.549999,27.549999,27.549999,27.549999,19.246176000000002,0
2001,03,06,2001-03-06,27.84,27.84,27.84,27.84,19.448763,0
2001,03,07,2001-03-07,28.01,28.01,28.01,28.01,19.567532999999997,0
2001,03,08,2001-03-08,28.0,28.0,28.0,28.0,19.560543,0
2001,03,09,2001-03-09,27.309998999999998,27.309998999999998,27.309998999999998,27.309998999999998,19.078512,0
2001,03,12,2001-03-12,26.15,26.15,26.15,26.15,18.26815,0
2001,03,13,2001-03-13,26.549999,26.549999,26.549999,26.549999,18.547579000000002,0
2001,03,14,2001-03-14,25.9,25.9,25.9,25.9,18.093498,0
2001,03,15,2001-03-15,25.99,25.99,25.99,25.99,18.156372,0
2001,03,16,2001-03-16,25.379998999999998,25.379998999999998,25.379998999999998,25.379998999999998,17.780172,0
2001,03,19,2001-03-19,25.85,25.85,25.85,25.85,18.109444,0
2001,03,20,2001-03-20,25.25,25.25,25.25,25.25,17.68911,0
2001,03,21,2001-03-21,24.780001000000002,24.780001000000002,24.780001000000002,24.780001000000002,17.35984,0
2001,03,22,2001-03-22,24.67,24.67,24.67,24.67,17.282776000000002,0
2001,03,23,2001-03-23,25.18,25.18,25.18,25.18,17.640057000000002,0
2001,03,26,2001-03-26,25.459999,25.459999,25.459999,25.459999,17.83622,0
2001,03,27,2001-03-27,26.07,26.07,26.07,26.07,18.263565,0
2001,03,28,2001-03-28,25.42,25.42,25.42,25.42,17.808191,0
2001,03,29,2001-03-29,25.290001,25.290001,25.290001,25.290001,17.717121,0
2001,03,30,2001-03-30,25.6,25.6,25.6,25.6,17.934292000000003,0
2001,04,02,2001-04-02,25.200001,25.200001,25.200001,25.200001,17.654068,0
2001,04,03,2001-04-03,24.290001,24.290001,24.290001,24.290001,17.016571,0
2001,04,04,2001-04-04,24.209999,24.209999,24.209999,24.209999,16.960516000000002,0
2001,04,05,2001-04-05,25.33,25.33,25.33,25.33,17.745144,0
2001,04,06,2001-04-06,24.82,24.82,24.82,24.82,17.387867,0
2001,04,09,2001-04-09,25.040001,25.040001,25.040001,25.040001,17.541988,0
2001,04,10,2001-04-10,25.74,25.74,25.74,25.74,18.032375,0
2001,04,11,2001-04-11,25.709999,25.709999,25.709999,25.709999,18.011354,0
2001,04,12,2001-04-12,26.1,26.1,26.1,26.1,18.284578,0
2001,04,16,2001-04-16,25.99,25.99,25.99,25.99,18.20751,0
2001,04,17,2001-04-17,26.27,26.27,26.27,26.27,18.403679,0
2001,04,18,2001-04-18,27.290001,27.290001,27.290001,27.290001,19.118235000000002,0
2001,04,19,2001-04-19,27.67,27.67,27.67,27.67,19.384451000000002,0
2001,04,20,2001-04-20,27.440001000000002,27.440001000000002,27.440001000000002,27.440001000000002,19.223318,0
2001,04,23,2001-04-23,27.0,27.0,27.0,27.0,18.915083,0
2001,04,24,2001-04-24,26.700001,26.700001,26.700001,26.700001,18.70491,0
2001,04,25,2001-04-25,27.139999,27.139999,27.139999,27.139999,19.013149,0
2001,04,26,2001-04-26,27.280001000000002,27.280001000000002,27.280001000000002,27.280001000000002,19.111231,0
2001,04,27,2001-04-27,27.690001000000002,27.690001000000002,27.690001000000002,27.690001000000002,19.39846,0
2001,04,30,2001-04-30,27.690001000000002,27.690001000000002,27.690001000000002,27.690001000000002,19.39846,0
2001,05,01,2001-05-01,28.07,28.07,28.07,28.07,19.664675,0
2001,05,02,2001-05-02,28.15,28.15,28.15,28.15,19.72072,0
2001,05,03,2001-05-03,27.719998999999998,27.719998999999998,27.719998999999998,27.719998999999998,19.419476,0
2001,05,04,2001-05-04,28.120001000000002,28.120001000000002,28.120001000000002,28.120001000000002,19.699701,0
2001,05,07,2001-05-07,28.030001000000002,28.030001000000002,28.030001000000002,28.030001000000002,19.636651999999998,0
2001,05,08,2001-05-08,28.0,28.0,28.0,28.0,19.615635,0
2001,05,09,2001-05-09,27.879998999999998,27.879998999999998,27.879998999999998,27.879998999999998,19.531563000000002,0
2001,05,10,2001-05-10,27.860001,27.860001,27.860001,27.860001,19.517560999999997,0
2001,05,11,2001-05-11,27.66,27.66,27.66,27.66,19.377445,0
2001,05,14,2001-05-14,27.07,27.07,27.07,27.07,18.964117,0
2001,05,15,2001-05-15,27.73,27.73,27.73,27.73,19.426489,0
2001,05,16,2001-05-16,28.49,28.49,28.49,28.49,19.95891,0
2001,05,17,2001-05-17,28.639999,28.639999,28.639999,28.639999,20.063992000000002,0
2001,05,18,2001-05-18,28.709999,28.709999,28.709999,28.709999,20.113037,0
2001,05,21,2001-05-21,29.24,29.24,29.24,29.24,20.484322,0
2001,05,22,2001-05-22,29.200001,29.200001,29.200001,29.200001,20.456305,0
2001,05,23,2001-05-23,28.709999,28.709999,28.709999,28.709999,20.113037,0
2001,05,24,2001-05-24,28.83,28.83,28.83,28.83,20.197101999999997,0
2001,05,25,2001-05-25,28.530001000000002,28.530001000000002,28.530001000000002,28.530001000000002,19.986937,0
2001,05,29,2001-05-29,28.25,28.25,28.25,28.25,19.790773,0
2001,05,30,2001-05-30,27.77,27.77,27.77,27.77,19.454507999999997,0
2001,05,31,2001-05-31,27.969998999999998,27.969998999999998,27.969998999999998,27.969998999999998,19.594616000000002,0
2001,06,01,2001-06-01,28.120001000000002,28.120001000000002,28.120001000000002,28.120001000000002,19.699701,0
2001,06,04,2001-06-04,28.26,28.26,28.26,28.26,19.797785,0
2001,06,05,2001-06-05,28.68,28.68,28.68,28.68,20.09202,0
2001,06,06,2001-06-06,28.4,28.4,28.4,28.4,19.895857,0
2001,06,07,2001-06-07,28.559998999999998,28.559998999999998,28.559998999999998,28.559998999999998,20.00795,0
2001,06,08,2001-06-08,28.280001000000002,28.280001000000002,28.280001000000002,28.280001000000002,19.811794,0
2001,06,11,2001-06-11,28.01,28.01,28.01,28.01,19.622648,0
2001,06,12,2001-06-12,28.030001000000002,28.030001000000002,28.030001000000002,28.030001000000002,19.636651999999998,0
2001,06,13,2001-06-13,27.74,27.74,27.74,27.74,19.433495999999998,0
2001,06,14,2001-06-14,27.209999,27.209999,27.209999,27.209999,19.062195000000003,0
2001,06,15,2001-06-15,27.09,27.09,27.09,27.09,18.97813,0
2001,06,18,2001-06-18,26.93,26.93,26.93,26.93,18.866042999999998,0
2001,06,19,2001-06-19,26.99,26.99,26.99,26.99,18.908068,0
2001,06,20,2001-06-20,27.27,27.27,27.27,27.27,19.104229,0
2001,06,21,2001-06-21,27.540001,27.540001,27.540001,27.540001,19.293383,0
2001,06,22,2001-06-22,27.209999,27.209999,27.209999,27.209999,19.107294,0
2001,06,25,2001-06-25,27.059998999999998,27.059998999999998,27.059998999999998,27.059998999999998,19.001960999999998,0
2001,06,26,2001-06-26,27.07,27.07,27.07,27.07,19.008983999999998,0
2001,06,27,2001-06-27,27.01,27.01,27.01,27.01,18.966852,0
2001,06,28,2001-06-28,27.360001,27.360001,27.360001,27.360001,19.212626,0
2001,06,29,2001-06-29,27.450001,27.450001,27.450001,27.450001,19.275829,0
2001,07,02,2001-07-02,27.610001,27.610001,27.610001,27.610001,19.388170000000002,0
2001,07,03,2001-07-03,27.559998999999998,27.559998999999998,27.559998999999998,27.559998999999998,19.353071,0
2001,07,05,2001-07-05,27.23,27.23,27.23,27.23,19.121338,0
2001,07,06,2001-07-06,26.610001,26.610001,26.610001,26.610001,18.685965,0
2001,07,09,2001-07-09,26.77,26.77,26.77,26.77,18.798319,0
2001,07,10,2001-07-10,26.379998999999998,26.379998999999998,26.379998999999998,26.379998999999998,18.524456,0
2001,07,11,2001-07-11,26.34,26.34,26.34,26.34,18.496365,0
2001,07,12,2001-07-12,26.98,26.98,26.98,26.98,18.94578,0
2001,07,13,2001-07-13,27.129998999999998,27.129998999999998,27.129998999999998,27.129998999999998,19.051111,0
2001,07,16,2001-07-16,26.82,26.82,26.82,26.82,18.833431,0
2001,07,17,2001-07-17,27.1,27.1,27.1,27.1,19.03005,0
2001,07,18,2001-07-18,26.92,26.92,26.92,26.92,18.903645,0
2001,07,19,2001-07-19,27.07,27.07,27.07,27.07,19.008983999999998,0
2001,07,20,2001-07-20,26.99,26.99,26.99,26.99,18.952804999999998,0
2001,07,23,2001-07-23,26.58,26.58,26.58,26.58,18.664901999999998,0
2001,07,24,2001-07-24,26.139999,26.139999,26.139999,26.139999,18.355926999999998,0
2001,07,25,2001-07-25,26.5,26.5,26.5,26.5,18.608725,0
2001,07,26,2001-07-26,26.809998999999998,26.809998999999998,26.809998999999998,26.809998999999998,18.826401,0
2001,07,27,2001-07-27,26.879998999999998,26.879998999999998,26.879998999999998,26.879998999999998,18.875559,0
2001,07,30,2001-07-30,26.85,26.85,26.85,26.85,18.854495999999997,0
2001,07,31,2001-07-31,26.98,26.98,26.98,26.98,18.94578,0
2001,08,01,2001-08-01,27.110001,27.110001,27.110001,27.110001,19.037075,0
2001,08,02,2001-08-02,27.209999,27.209999,27.209999,27.209999,19.107294,0
2001,08,03,2001-08-03,27.08,27.08,27.08,27.08,19.016006,0
2001,08,06,2001-08-06,26.77,26.77,26.77,26.77,18.798319,0
2001,08,07,2001-08-07,26.83,26.83,26.83,26.83,18.840446,0
2001,08,08,2001-08-08,26.379998999999998,26.379998999999998,26.379998999999998,26.379998999999998,18.524456,0
2001,08,09,2001-08-09,26.370001000000002,26.370001000000002,26.370001000000002,26.370001000000002,18.517426999999998,0
2001,08,10,2001-08-10,26.49,26.49,26.49,26.49,18.601696,0
2001,08,13,2001-08-13,26.549999,26.549999,26.549999,26.549999,18.643824,0
2001,08,14,2001-08-14,26.48,26.48,26.48,26.48,18.594673,0
2001,08,15,2001-08-15,26.299999,26.299999,26.299999,26.299999,18.468270999999998,0
2001,08,16,2001-08-16,26.360001,26.360001,26.360001,26.360001,18.510412,0
2001,08,17,2001-08-17,25.940001000000002,25.940001000000002,25.940001000000002,25.940001000000002,18.215479000000002,0
2001,08,20,2001-08-20,26.129998999999998,26.129998999999998,26.129998999999998,26.129998999999998,18.3489,0
2001,08,21,2001-08-21,25.82,25.82,25.82,25.82,18.131214,0
2001,08,22,2001-08-22,26.0,26.0,26.0,26.0,18.25761,0
2001,08,23,2001-08-23,25.92,25.92,25.92,25.92,18.201431,0
2001,08,24,2001-08-24,26.4,26.4,26.4,26.4,18.538498,0
2001,08,27,2001-08-27,26.290001,26.290001,26.290001,26.290001,18.461251999999998,0
2001,08,28,2001-08-28,25.91,25.91,25.91,25.91,18.19441,0
2001,08,29,2001-08-29,25.67,25.67,25.67,25.67,18.025883,0
2001,08,30,2001-08-30,25.25,25.25,25.25,25.25,17.730957,0
2001,08,31,2001-08-31,25.360001,25.360001,25.360001,25.360001,17.808197,0
2001,09,04,2001-09-04,25.34,25.34,25.34,25.34,17.794147,0
2001,09,05,2001-09-05,25.26,25.26,25.26,25.26,17.737976,0
2001,09,06,2001-09-06,24.73,24.73,24.73,24.73,17.365795000000002,0
2001,09,07,2001-09-07,24.280001000000002,24.280001000000002,24.280001000000002,24.280001000000002,17.049799,0
2001,09,10,2001-09-10,24.370001000000002,24.370001000000002,24.370001000000002,24.370001000000002,17.113001,0
2001,09,17,2001-09-17,23.139999,23.139999,23.139999,23.139999,16.249268,0
2001,09,18,2001-09-18,22.959999,22.959999,22.959999,22.959999,16.122869,0
2001,09,19,2001-09-19,22.58,22.58,22.58,22.58,15.856029999999999,0
2001,09,20,2001-09-20,21.889999,21.889999,21.889999,21.889999,15.371498999999998,0
2001,09,21,2001-09-21,21.4,21.4,21.4,21.4,15.079778,0
2001,09,24,2001-09-24,22.209999,22.209999,22.209999,22.209999,15.650556,0
2001,09,25,2001-09-25,22.379998999999998,22.379998999999998,22.379998999999998,22.379998999999998,15.770345,0
2001,09,26,2001-09-26,22.24,22.24,22.24,22.24,15.671697,0
2001,09,27,2001-09-27,22.49,22.49,22.49,22.49,15.84786,0
2001,09,28,2001-09-28,23.0,23.0,23.0,23.0,16.20723,0
2001,10,01,2001-10-01,22.889999,22.889999,22.889999,22.889999,16.129721,0
2001,10,02,2001-10-02,23.16,23.16,23.16,23.16,16.319981,0
2001,10,03,2001-10-03,23.68,23.68,23.68,23.68,16.686405,0
2001,10,04,2001-10-04,23.66,23.66,23.66,23.66,16.672316,0
2001,10,05,2001-10-05,23.67,23.67,23.67,23.67,16.679354,0
2001,10,08,2001-10-08,23.48,23.48,23.48,23.48,16.545467000000002,0
2001,10,09,2001-10-09,23.370001000000002,23.370001000000002,23.370001000000002,23.370001000000002,16.467962,0
2001,10,10,2001-10-10,23.91,23.91,23.91,23.91,16.848471,0
2001,10,11,2001-10-11,24.33,24.33,24.33,24.33,17.144428,0
2001,10,12,2001-10-12,24.190001000000002,24.190001000000002,24.190001000000002,24.190001000000002,17.04578,0
2001,10,15,2001-10-15,24.16,24.16,24.16,24.16,17.024639,0
2001,10,16,2001-10-16,24.35,24.35,24.35,24.35,17.158531,0
2001,10,17,2001-10-17,23.860001,23.860001,23.860001,23.860001,16.813244,0
2001,10,18,2001-10-18,23.68,23.68,23.68,23.68,16.686405,0
2001,10,19,2001-10-19,23.809998999999998,23.809998999999998,23.809998999999998,23.809998999999998,16.778006,0
2001,10,22,2001-10-22,24.17,24.17,24.17,24.17,17.031691,0
2001,10,23,2001-10-23,24.049999,24.049999,24.049999,24.049999,16.947134,0
2001,10,24,2001-10-24,24.07,24.07,24.07,24.07,16.961226999999997,0
2001,10,25,2001-10-25,24.41,24.41,24.41,24.41,17.200809,0
2001,10,26,2001-10-26,24.51,24.51,24.51,24.51,17.271275,0
2001,10,29,2001-10-29,23.950001,23.950001,23.950001,23.950001,16.876665,0
2001,10,30,2001-10-30,23.540001,23.540001,23.540001,23.540001,16.587753,0
2001,10,31,2001-10-31,23.58,23.58,23.58,23.58,16.61594,0
2001,11,01,2001-11-01,24.08,24.08,24.08,24.08,16.968269,0
2001,11,02,2001-11-02,24.120001000000002,24.120001000000002,24.120001000000002,24.120001000000002,16.996457999999997,0
2001,11,05,2001-11-05,24.450001,24.450001,24.450001,24.450001,17.228998,0
2001,11,06,2001-11-06,24.809998999999998,24.809998999999998,24.809998999999998,24.809998999999998,17.482672,0
2001,11,07,2001-11-07,24.76,24.76,24.76,24.76,17.447437,0
2001,11,08,2001-11-08,24.780001000000002,24.780001000000002,24.780001000000002,24.780001000000002,17.461536,0
2001,11,09,2001-11-09,24.799999,24.799999,24.799999,24.799999,17.475632,0
2001,11,12,2001-11-12,24.780001000000002,24.780001000000002,24.780001000000002,24.780001000000002,17.461536,0
2001,11,13,2001-11-13,25.24,25.24,25.24,25.24,17.785683,0
2001,11,14,2001-11-14,25.33,25.33,25.33,25.33,17.849098,0
2001,11,15,2001-11-15,25.33,25.33,25.33,25.33,17.849098,0
2001,11,16,2001-11-16,25.27,25.27,25.27,25.27,17.806822,0
2001,11,19,2001-11-19,25.559998999999998,25.559998999999998,25.559998999999998,25.559998999999998,18.011166,0
2001,11,20,2001-11-20,25.360001,25.360001,25.360001,25.360001,17.870243,0
2001,11,21,2001-11-21,25.24,25.24,25.24,25.24,17.785683,0
2001,11,23,2001-11-23,25.540001,25.540001,25.540001,25.540001,17.99708,0
2001,11,26,2001-11-26,25.719998999999998,25.719998999999998,25.719998999999998,25.719998999999998,18.123920000000002,0
2001,11,27,2001-11-27,25.58,25.58,25.58,25.58,18.025270000000003,0
2001,11,28,2001-11-28,25.129998999999998,25.129998999999998,25.129998999999998,25.129998999999998,17.708170000000003,0
2001,11,29,2001-11-29,25.42,25.42,25.42,25.42,17.912516,0
2001,11,30,2001-11-30,25.389999,25.389999,25.389999,25.389999,17.891378,0
2001,12,03,2001-12-03,25.17,25.17,25.17,25.17,17.736357,0
2001,12,04,2001-12-04,25.540001,25.540001,25.540001,25.540001,17.99708,0
2001,12,05,2001-12-05,26.129998999999998,26.129998999999998,26.129998999999998,26.129998999999998,18.412828,0
2001,12,06,2001-12-06,26.1,26.1,26.1,26.1,18.391683999999998,0
2001,12,07,2001-12-07,25.91,25.91,25.91,25.91,18.257807,0
2001,12,10,2001-12-10,25.52,25.52,25.52,25.52,17.982975,0
2001,12,11,2001-12-11,25.48,25.48,25.48,25.48,17.954794,0
2001,12,12,2001-12-12,25.48,25.48,25.48,25.48,17.954794,0
2001,12,13,2001-12-13,25.110001,25.110001,25.110001,25.110001,17.694070999999997,0
2001,12,14,2001-12-14,25.190001000000002,25.190001000000002,25.190001000000002,25.190001000000002,17.750444,0
2001,12,17,2001-12-17,25.450001,25.450001,25.450001,25.450001,17.933659,0
2001,12,18,2001-12-18,25.66,25.66,25.66,25.66,18.08164,0
2001,12,19,2001-12-19,25.77,25.77,25.77,25.77,18.159149,0
2001,12,20,2001-12-20,25.530001000000002,25.530001000000002,25.530001000000002,25.530001000000002,17.990025,0
2001,12,21,2001-12-21,25.59,25.59,25.59,25.59,18.099659,0
2001,12,24,2001-12-24,25.6,25.6,25.6,25.6,18.106728,0
2001,12,26,2001-12-26,25.73,25.73,25.73,25.73,18.198681,0
2001,12,27,2001-12-27,25.91,25.91,25.91,25.91,18.325994,0
2001,12,28,2001-12-28,26.01,26.01,26.01,26.01,18.396721,0
2001,12,31,2001-12-31,25.75,25.75,25.75,25.75,18.212828,0
2002,01,02,2002-01-02,25.85,25.85,25.85,25.85,18.283554000000002,0
2002,01,03,2002-01-03,26.110001,26.110001,26.110001,26.110001,18.467461,0
2002,01,04,2002-01-04,26.290001,26.290001,26.290001,26.290001,18.594763,0
2002,01,07,2002-01-07,26.110001,26.110001,26.110001,26.110001,18.467461,0
2002,01,08,2002-01-08,26.049999,26.049999,26.049999,26.049999,18.42502,0
2002,01,09,2002-01-09,25.93,25.93,25.93,25.93,18.340141,0
2002,01,10,2002-01-10,25.959999,25.959999,25.959999,25.959999,18.361357,0
2002,01,11,2002-01-11,25.73,25.73,25.73,25.73,18.198681,0
2002,01,14,2002-01-14,25.52,25.52,25.52,25.52,18.05015,0
2002,01,15,2002-01-15,25.700001,25.700001,25.700001,25.700001,18.177462,0
2002,01,16,2002-01-16,25.290001,25.290001,25.290001,25.290001,17.88747,0
2002,01,17,2002-01-17,25.549999,25.549999,25.549999,25.549999,18.071363,0
2002,01,18,2002-01-18,25.280001000000002,25.280001000000002,25.280001000000002,25.280001000000002,17.8804,0
2002,01,22,2002-01-22,25.08,25.08,25.08,25.08,17.738941,0
2002,01,23,2002-01-23,25.309998999999998,25.309998999999998,25.309998999999998,25.309998999999998,17.901621,0
2002,01,24,2002-01-24,25.42,25.42,25.42,25.42,17.979418,0
2002,01,25,2002-01-25,25.440001000000002,25.440001000000002,25.440001000000002,25.440001000000002,17.993565,0
2002,01,28,2002-01-28,25.459999,25.459999,25.459999,25.459999,18.007717,0
2002,01,29,2002-01-29,24.82,24.82,24.82,24.82,17.555044,0
2002,01,30,2002-01-30,25.08,25.08,25.08,25.08,17.738941,0
2002,01,31,2002-01-31,25.42,25.42,25.42,25.42,17.979418,0
2002,02,01,2002-02-01,25.24,25.24,25.24,25.24,17.852107999999998,0
2002,02,04,2002-02-04,24.65,24.65,24.65,24.65,17.434795,0
2002,02,05,2002-02-05,24.57,24.57,24.57,24.57,17.378223000000002,0
2002,02,06,2002-02-06,24.379998999999998,24.379998999999998,24.379998999999998,24.379998999999998,17.243843,0
2002,02,07,2002-02-07,24.280001000000002,24.280001000000002,24.280001000000002,24.280001000000002,17.173107,0
2002,02,08,2002-02-08,24.67,24.67,24.67,24.67,17.448946,0
2002,02,11,2002-02-11,25.0,25.0,25.0,25.0,17.68235,0
2002,02,12,2002-02-12,24.92,24.92,24.92,24.92,17.62578,0
2002,02,13,2002-02-13,25.17,25.17,25.17,25.17,17.802603,0
2002,02,14,2002-02-14,25.110001,25.110001,25.110001,25.110001,17.760158999999998,0
2002,02,15,2002-02-15,24.84,24.84,24.84,24.84,17.569198999999998,0
2002,02,19,2002-02-19,24.370001000000002,24.370001000000002,24.370001000000002,24.370001000000002,17.236760999999998,0
2002,02,20,2002-02-20,24.690001000000002,24.690001000000002,24.690001000000002,24.690001000000002,17.463097,0
2002,02,21,2002-02-21,24.32,24.32,24.32,24.32,17.201401,0
2002,02,22,2002-02-22,24.52,24.52,24.52,24.52,17.342861,0
2002,02,25,2002-02-25,24.92,24.92,24.92,24.92,17.62578,0
2002,02,26,2002-02-26,24.950001,24.950001,24.950001,24.950001,17.646994,0
2002,02,27,2002-02-27,24.969998999999998,24.969998999999998,24.969998999999998,24.969998999999998,17.661135,0
2002,02,28,2002-02-28,24.9,24.9,24.9,24.9,17.611631,0
2002,03,01,2002-03-01,25.450001,25.450001,25.450001,25.450001,18.000639000000003,0
2002,03,04,2002-03-04,25.950001,25.950001,25.950001,25.950001,18.354284,0
2002,03,05,2002-03-05,25.82,25.82,25.82,25.82,18.262339,0
2002,03,06,2002-03-06,26.18,26.18,26.18,26.18,18.516966,0
2002,03,07,2002-03-07,26.07,26.07,26.07,26.07,18.439167,0
2002,03,08,2002-03-08,26.25,26.25,26.25,26.25,18.566481,0
2002,03,11,2002-03-11,26.33,26.33,26.33,26.33,18.623058,0
2002,03,12,2002-03-12,26.26,26.26,26.26,26.26,18.573553,0
2002,03,13,2002-03-13,26.030001000000002,26.030001000000002,26.030001000000002,26.030001000000002,18.410870000000003,0
2002,03,14,2002-03-14,26.02,26.02,26.02,26.02,18.403799,0
2002,03,15,2002-03-15,26.299999,26.299999,26.299999,26.299999,18.601835,0
2002,03,18,2002-03-18,26.32,26.32,26.32,26.32,18.61599,0
